,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
87811,543732,22670,FRENCH WC SIGN BLUE METAL,1,11-02-2011 12:02,2.46,,United Kingdom
78679,542894,22291,HANGING CHICK CREAM DECORATION,24,01-02-2011 13:45,1.45,12775.0,Netherlands
124427,546977,21888,BINGO SET,1,18-03-2011 12:08,7.46,,United Kingdom
309894,564144,22470,HEART OF WICKER LARGE,6,23-08-2011 11:53,2.95,13939.0,United Kingdom
12359,537375,22747,POPPY'S PLAYHOUSE BATHROOM,2,06-12-2010 12:55,2.1,17019.0,United Kingdom
372966,569254,22469,HEART OF WICKER SMALL,1,03-10-2011 11:00,1.65,18116.0,United Kingdom
373486,569331,22865,HAND WARMER OWL DESIGN,12,03-10-2011 13:39,2.1,16875.0,United Kingdom
524849,580610,23535,WALL ART BICYCLE SAFETY,2,05-12-2011 11:48,12.46,,United Kingdom
194230,553556,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,17-05-2011 16:49,1.65,17530.0,United Kingdom
249302,558902,47566,PARTY BUNTING,50,04-07-2011 16:08,4.15,13001.0,United Kingdom
272089,560731,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,20-07-2011 14:54,1.45,16149.0,United Kingdom
224015,556502,22927,GREEN GIANT GARDEN THERMOMETER,2,13-06-2011 08:43,5.95,13761.0,United Kingdom
453343,575477,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,09-11-2011 16:14,4.13,,United Kingdom
326824,565595,23045,PAPER LANTERN 5 POINT STAR MOON ,4,05-09-2011 14:13,4.15,13192.0,United Kingdom
6357,536885,22632,HAND WARMER RED RETROSPOT,12,03-12-2010 11:42,2.1,,EIRE
315383,564727,79000,MOROCCAN TEA GLASS,12,28-08-2011 12:31,0.85,16686.0,United Kingdom
466555,576329,21012,ANTIQUE ALL GLASS CANDLESTICK,1,14-11-2011 15:22,2.46,,United Kingdom
49323,540512,22829,SWEETHEART WIRE WALL TIDY,1,09-01-2011 11:39,9.95,17114.0,United Kingdom
461233,575931,23545,WRAP RED VINTAGE DOILY,25,13-11-2011 10:35,0.42,16560.0,United Kingdom
162596,550512,22383,LUNCH BAG SUKI DESIGN ,2,18-04-2011 16:31,1.65,18069.0,United Kingdom
232728,557326,22727,ALARM CLOCK BAKELIKE RED ,4,20-06-2011 09:50,3.75,14194.0,United Kingdom
233771,557488,84508B,STRIPES DESIGN TEDDY,1,20-06-2011 14:48,2.55,15581.0,United Kingdom
212066,555406,90162B,ANT SILVER LIME GREEN BOUDICCA RING,4,02-06-2011 19:50,2.95,17231.0,United Kingdom
495806,578325,21889,WOODEN BOX OF DOMINOES,1,23-11-2011 17:43,1.25,16343.0,United Kingdom
405583,571715,22469,HEART OF WICKER SMALL,5,18-10-2011 17:04,1.65,17576.0,United Kingdom
520383,580279,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,02-12-2011 13:12,1.25,15123.0,United Kingdom
452400,575336,23291,DOLLY GIRL CHILDRENS CUP,1,09-11-2011 13:58,1.25,14968.0,United Kingdom
36419,539451,84993A,75 GREEN PETIT FOUR CASES,1,17-12-2010 16:59,0.84,,United Kingdom
130781,547510,22556,PLASTERS IN TIN CIRCUS PARADE ,12,23-03-2011 13:42,1.65,15245.0,United Kingdom
388861,570458,22993,SET OF 4 PANTRY JELLY MOULDS,4,10-10-2011 15:39,1.25,14535.0,United Kingdom
366061,568719,22507,MEMO BOARD RETROSPOT  DESIGN,1,28-09-2011 16:19,10.79,,United Kingdom
179117,552262,23207,LUNCH BAG ALPHABET DESIGN,10,08-05-2011 11:37,1.65,14911.0,EIRE
458628,575846,22697,GREEN REGENCY TEACUP AND SAUCER,3,11-11-2011 12:07,2.95,17364.0,United Kingdom
267069,560282,21395,BLUE POLKADOT BEAKER ,48,18-07-2011 08:21,0.39,14758.0,United Kingdom
153680,C549786,22231,JIGSAW TREE WITH BIRDHOUSE,-12,12-04-2011 11:58,1.45,14071.0,United Kingdom
522117,580373,22037,ROBOT BIRTHDAY CARD,12,02-12-2011 17:06,0.42,14788.0,United Kingdom
87358,543653,21874,GIN AND TONIC MUG,2,11-02-2011 10:26,1.25,14796.0,United Kingdom
464910,576189,70007,HI TEC ALPINE HAND WARMER,5,14-11-2011 11:33,1.65,14684.0,United Kingdom
518324,580115,22593,CHRISTMAS GINGHAM STAR,14,01-12-2011 16:22,1.63,,United Kingdom
238579,C557944,22460,EMBOSSED GLASS TEALIGHT HOLDER,-2,23-06-2011 16:10,1.25,15669.0,United Kingdom
492388,578114,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,23-11-2011 09:41,1.95,16185.0,United Kingdom
254302,559307,23206,LUNCH BAG APPLE DESIGN,4,07-07-2011 13:02,1.65,15356.0,United Kingdom
121422,546762,21244,BLUE POLKADOT PLATE ,2,16-03-2011 14:12,1.69,17961.0,United Kingdom
356440,568051,23217,LAUREL HEART ANTIQUE SILVER,12,23-09-2011 12:40,1.25,18189.0,United Kingdom
503090,578901,23083,SET 6 PAPER TABLE LANTERN STARS ,3,27-11-2011 11:47,3.75,17812.0,United Kingdom
231975,557296,84978,HANGING HEART JAR T-LIGHT HOLDER,12,19-06-2011 13:51,1.25,15334.0,United Kingdom
6975,536984,20963,APPLE BATH SPONGE,1,03-12-2010 14:35,1.25,17841.0,United Kingdom
358822,568164,23313,VINTAGE CHRISTMAS BUNTING,5,25-09-2011 12:39,4.95,14561.0,United Kingdom
487216,577768,21680,WOODLAND  STICKERS,2,21-11-2011 15:18,1.63,,United Kingdom
238072,557896,23108,SET OF 10 LED DOLLY LIGHTS,4,23-06-2011 14:22,6.25,17611.0,United Kingdom
386193,570229,21992,VINTAGE PAISLEY STATIONERY SET,1,09-10-2011 13:30,1.25,15756.0,United Kingdom
341139,566734,22428,ENAMEL FIRE BUCKET CREAM,1,14-09-2011 14:09,6.95,16910.0,United Kingdom
177757,552180,22457,NATURAL SLATE HEART CHALKBOARD ,6,06-05-2011 13:35,2.95,18235.0,United Kingdom
6606,536969,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,192,03-12-2010 13:10,2.75,16013.0,United Kingdom
49644,540524,21756,BATH BUILDING BLOCK WORD,1,09-01-2011 12:53,5.95,16735.0,United Kingdom
244965,558564,23255,CHILDRENS CUTLERY CIRCUS PARADE,5,30-06-2011 13:45,4.15,14057.0,United Kingdom
205198,C554716,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,26-05-2011 11:03,1.65,,United Kingdom
376087,569493,23202,JUMBO BAG VINTAGE LEAF,10,04-10-2011 13:35,2.08,13317.0,United Kingdom
368069,568938,21368,MIRRORED WALL ART LADIES,2,29-09-2011 14:46,0.75,17220.0,United Kingdom
382978,569983,90162B,ANT SILVER LIME GREEN BOUDICCA RING,3,06-10-2011 19:49,2.95,17231.0,United Kingdom
514780,579744,23234,BISCUIT TIN VINTAGE CHRISTMAS,3,30-11-2011 14:38,2.89,,United Kingdom
323878,565378,21670,BLUE SPOT CERAMIC DRAWER KNOB,8,02-09-2011 15:16,3.29,,United Kingdom
19561,537868,84992,72 SWEETHEART FAIRY CAKE CASES,24,08-12-2010 16:49,0.55,12433.0,Norway
492456,578120,21889,WOODEN BOX OF DOMINOES,12,23-11-2011 10:21,1.25,14493.0,United Kingdom
460476,575918,22982,PANTRY PASTRY BRUSH,1,11-11-2011 16:58,1.25,17191.0,United Kingdom
303707,563550,22348,TEA BAG PLATE RED RETROSPOT,12,17-08-2011 12:50,0.85,14194.0,United Kingdom
299155,563091,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,11-08-2011 17:02,2.95,12994.0,United Kingdom
286325,562025,21116,OWL DOORSTOP,3,01-08-2011 16:16,4.95,12828.0,United Kingdom
230620,557211,22423,REGENCY CAKESTAND 3 TIER,16,17-06-2011 11:49,10.95,15513.0,United Kingdom
429908,573576,23199,JUMBO BAG APPLES,1,31-10-2011 14:09,4.13,14096.0,United Kingdom
442420,574673,23504,PLAYING CARDS JUBILEE UNION JACK,1,06-11-2011 12:26,1.25,15555.0,United Kingdom
229733,557112,10133,COLOURING PENCILS BROWN TUBE,6,16-06-2011 16:31,0.83,,United Kingdom
87976,543740,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,11-02-2011 13:36,8.95,15311.0,United Kingdom
482122,577410,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,20-11-2011 10:59,2.1,14664.0,United Kingdom
485992,577696,16235,RECYCLED PENCIL WITH RABBIT ERASER,5,21-11-2011 11:57,0.21,16406.0,United Kingdom
372413,569241,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,03-10-2011 09:30,0.83,14488.0,United Kingdom
505366,579016,23552,BICYCLE PUNCTURE REPAIR KIT ,72,28-11-2011 09:55,1.79,12906.0,United Kingdom
270292,560555,22575,METAL MERRY CHRISTMAS WREATH,1,19-07-2011 13:01,1.95,14178.0,United Kingdom
305054,563621,20725,LUNCH BAG RED RETROSPOT,10,18-08-2011 10:10,1.65,13113.0,United Kingdom
380124,569731,20725,LUNCH BAG RED RETROSPOT,10,06-10-2011 09:48,1.65,13999.0,United Kingdom
20900,538071,22111,SCOTTIE DOG HOT WATER BOTTLE,1,09-12-2010 14:09,11.02,,United Kingdom
369750,569089,85099B,JUMBO BAG RED RETROSPOT,5,30-09-2011 12:03,2.08,13764.0,United Kingdom
482875,577485,21900,"KEY FOB , SHED",5,20-11-2011 11:56,0.65,16360.0,United Kingdom
99219,544754,85049E,SCANDINAVIAN REDS RIBBONS,12,23-02-2011 10:58,1.25,16394.0,United Kingdom
150872,549525,20717,STRAWBERRY SHOPPER BAG,2,08-04-2011 15:44,2.46,,United Kingdom
323721,565329,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,02-09-2011 13:54,3.25,14606.0,United Kingdom
379889,569715,22059,CERAMIC STRAWBERRY DESIGN MUG,2,05-10-2011 17:29,1.49,15856.0,United Kingdom
361476,568346,22945,CHRISTMAS METAL TAGS ASSORTED ,6,26-09-2011 15:28,1.8,14096.0,United Kingdom
381597,569868,23546,WRAP PAISLEY PARK ,50,06-10-2011 14:59,0.42,13018.0,United Kingdom
527024,580690,84819,DANISH ROSE ROUND SEWING BOX,32,05-12-2011 15:44,0.79,16597.0,United Kingdom
413213,572308,23202,JUMBO BAG VINTAGE LEAF,1,23-10-2011 15:27,2.08,12748.0,United Kingdom
408021,571926,20969,RED FLORAL FELTCRAFT SHOULDER BAG,36,19-10-2011 16:41,3.39,16722.0,United Kingdom
384960,570187,21877,HOME SWEET HOME MUG,1,07-10-2011 15:09,3.29,,United Kingdom
149687,549298,22551,PLASTERS IN TIN SPACEBOY,12,08-04-2011 08:20,1.65,13015.0,United Kingdom
511430,579499,20725,LUNCH BAG RED RETROSPOT,10,29-11-2011 15:59,1.65,17682.0,United Kingdom
107966,545474,85175,CACTI T-LIGHT CANDLES,32,03-03-2011 10:55,0.42,16709.0,United Kingdom
122633,546884,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,17-03-2011 18:08,3.29,,United Kingdom
168444,551056,16049,TEATIME GEL PENS ASST,36,26-04-2011 11:51,0.42,16442.0,United Kingdom
3017,536592,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",1,01-12-2010 17:06,8.07,,United Kingdom
513070,579531,23084,RABBIT NIGHT LIGHT,48,30-11-2011 09:18,1.79,17017.0,United Kingdom
299816,563171,22898,CHILDRENS APRON APPLES DESIGN,8,12-08-2011 12:46,1.95,16317.0,United Kingdom
172239,C551526,M,Manual,-1,01-05-2011 12:38,1.95,16401.0,United Kingdom
270547,560571,21558,SKULL LUNCH BOX WITH CUTLERY ,6,19-07-2011 14:29,2.55,17735.0,United Kingdom
1831,536544,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,01-12-2010 14:32,4.21,,United Kingdom
20171,538012,21242,RED RETROSPOT PLATE ,2,09-12-2010 12:32,1.69,14527.0,United Kingdom
148843,549257,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,07-04-2011 12:29,3.25,14465.0,United Kingdom
494926,C578280,22338,STAR DECORATION PAINTED ZINC ,-3,23-11-2011 13:53,0.19,17841.0,United Kingdom
341998,566789,84843,WHITE SOAP RACK WITH 2 BOTTLES,4,15-09-2011 10:35,5.95,13134.0,United Kingdom
416368,572552,23182,TOILET SIGN OCCUPIED OR VACANT,1,24-10-2011 17:07,2.46,14096.0,United Kingdom
13175,537422,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,06-12-2010 15:27,4.25,17812.0,United Kingdom
380423,569790,23294,SET OF 6 SNACK LOAF BAKING CASES,2,06-10-2011 11:42,0.83,15910.0,United Kingdom
92887,544207,22197,SMALL POPCORN HOLDER,3,17-02-2011 10:34,1.63,,United Kingdom
299425,563098,22963,JAM JAR WITH GREEN LID,12,12-08-2011 09:14,0.85,14911.0,EIRE
307196,563909,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,21-08-2011 12:36,0.39,15701.0,United Kingdom
163656,550620,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,19-04-2011 13:39,8.5,12585.0,Germany
177307,552054,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,06-05-2011 10:19,0.85,15062.0,United Kingdom
110513,545688,22443,GROW YOUR OWN HERBS SET OF 3,1,06-03-2011 12:42,7.95,16033.0,United Kingdom
20926,538071,22183,CAKE STAND VICTORIAN FILIGREE MED,6,09-12-2010 14:09,5.91,,United Kingdom
312045,564335,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,24-08-2011 14:23,0.85,15800.0,United Kingdom
91050,544081,22423,REGENCY CAKESTAND 3 TIER,32,15-02-2011 15:49,10.95,17819.0,United Kingdom
148823,549257,21844,RED RETROSPOT MUG,1,07-04-2011 12:29,2.95,14465.0,United Kingdom
470991,576618,23480,MINI LIGHTS WOODLAND MUSHROOMS,1,15-11-2011 17:00,7.46,,United Kingdom
283887,561817,85099F,JUMBO BAG STRAWBERRY,10,29-07-2011 15:51,2.08,12921.0,United Kingdom
110094,545667,35915C,PEACH KNITTED HEN ,2,04-03-2011 16:07,0.83,,United Kingdom
89782,C543974,21463,MIRRORED DISCO BALL ,-1,14-02-2011 15:20,5.95,14606.0,United Kingdom
484549,577533,23330,DECORATIVE WICKER HEART MEDIUM,2,20-11-2011 14:04,1.25,16877.0,United Kingdom
262678,559923,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,13-07-2011 16:07,3.29,,United Kingdom
419042,572758,22035,VINTAGE CARAVAN GREETING CARD ,1,25-10-2011 18:39,0.83,,United Kingdom
149504,549295,22073,RED RETROSPOT STORAGE JAR,1,07-04-2011 19:49,7.46,,United Kingdom
434014,574023,22835,HOT WATER BOTTLE I AM SO POORLY,12,02-11-2011 12:20,4.95,14390.0,United Kingdom
65771,541696,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,10,20-01-2011 18:08,0.83,,United Kingdom
398207,571227,48138,DOORMAT UNION FLAG,10,14-10-2011 13:54,7.08,12477.0,Germany
490935,578065,23509,MINI PLAYING CARDS FUN FAIR ,4,22-11-2011 15:41,0.83,,United Kingdom
162107,550499,16235,RECYCLED PENCIL WITH RABBIT ERASER,2,18-04-2011 15:16,0.42,,United Kingdom
531205,580908,23127,FELTCRAFT GIRL NICOLE KIT,1,06-12-2011 13:20,4.95,16495.0,United Kingdom
224043,556503,15056BL,EDWARDIAN PARASOL BLACK,3,13-06-2011 08:44,5.95,13517.0,United Kingdom
172475,551539,23255,CHILDRENS CUTLERY CIRCUS PARADE,8,03-05-2011 08:40,4.15,12598.0,France
79557,542997,22202,MILK PAN PINK POLKADOT,1,02-02-2011 12:16,7.46,,United Kingdom
473103,576779,23471,SIX DRAWER OFFICE TIDY,1,16-11-2011 13:25,9.95,14554.0,United Kingdom
334669,566264,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,11-09-2011 13:07,2.95,14606.0,United Kingdom
398044,571217,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,14-10-2011 13:24,1.45,17451.0,United Kingdom
56721,541111,21531,RED RETROSPOT SUGAR JAM BOWL,6,13-01-2011 15:13,2.55,15687.0,United Kingdom
417181,572651,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,25-10-2011 12:06,0.83,17350.0,United Kingdom
513862,579605,21584,RETROSPOT SMALL TUBE MATCHES,1,30-11-2011 12:01,1.65,15024.0,United Kingdom
417630,572668,23392,SPACEBOY ROCKET LOLLY MAKERS,1,25-10-2011 13:07,2.08,18045.0,United Kingdom
274639,560926,47566,PARTY BUNTING,1,22-07-2011 09:20,10.79,,United Kingdom
281373,561517,84836,ZINC METAL HEART DECORATION,12,27-07-2011 15:17,1.25,18226.0,United Kingdom
413880,572328,23571,TRADITIONAL NAUGHTS & CROSSES,12,24-10-2011 10:11,1.65,13104.0,United Kingdom
30660,538877,22377,BOTTLE BAG RETROSPOT ,1,14-12-2010 15:29,5.06,,United Kingdom
274551,560925,22752,SET 7 BABUSHKA NESTING BOXES,24,22-07-2011 09:02,7.65,15061.0,United Kingdom
214657,555594,22549,PICTURE DOMINOES,12,06-06-2011 10:09,1.45,13880.0,United Kingdom
185534,552820,22704,WRAP RED APPLES ,25,11-05-2011 12:53,0.42,16644.0,United Kingdom
145638,548894,22962,JAM JAR WITH PINK LID,1,04-04-2011 16:01,1.63,,United Kingdom
23242,538190,22469,HEART OF WICKER SMALL,20,10-12-2010 10:47,1.65,17790.0,United Kingdom
39739,539663,22823,CHEST NATURAL WOOD 20 DRAWERS,1,21-12-2010 10:26,125.0,17961.0,United Kingdom
56114,541038,85194L,HANGING SPRING FLOWER EGG LARGE,9,13-01-2011 12:10,0.85,16395.0,United Kingdom
43699,540115,21107,CREAM SLICE FLANNEL PINK SPOT ,6,05-01-2011 09:51,2.95,15235.0,United Kingdom
225800,556733,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,14-06-2011 11:53,7.95,16919.0,United Kingdom
337424,566446,22621,TRADITIONAL KNITTING NANCY,1,12-09-2011 15:40,3.29,,United Kingdom
408697,572023,21485,RETROSPOT HEART HOT WATER BOTTLE,3,20-10-2011 11:03,4.95,17764.0,United Kingdom
64128,541592,20866,BLUE ROSE FABRIC MIRROR,6,19-01-2011 15:08,0.83,,United Kingdom
28660,538652,21401,BLUE PUDDING SPOON,6,13-12-2010 15:12,0.42,17890.0,United Kingdom
284297,561869,23290,SPACEBOY CHILDRENS BOWL,2,31-07-2011 11:38,1.25,16764.0,United Kingdom
62211,541497,85178,VICTORIAN SEWING KIT,1,18-01-2011 15:19,2.46,,United Kingdom
122649,546884,35653,VINTAGE BEAD NOTEBOOK,1,17-03-2011 18:08,5.79,,United Kingdom
199199,554089,22570,FELTCRAFT CUSHION RABBIT,2,22-05-2011 12:16,3.75,13527.0,United Kingdom
101763,544931,84991,60 TEATIME FAIRY CAKE CASES,24,24-02-2011 18:59,0.55,13501.0,Switzerland
360192,568213,22049,WRAP CHRISTMAS SCREEN PRINT,25,25-09-2011 16:06,0.19,15214.0,United Kingdom
244956,558564,22616,PACK OF 12 LONDON TISSUES ,36,30-06-2011 13:45,0.29,14057.0,United Kingdom
246998,558751,22940,FELTCRAFT CHRISTMAS FAIRY,5,03-07-2011 11:26,4.25,16009.0,United Kingdom
438405,574316,22688,DOORMAT PEACE ON EARTH BLUE,2,03-11-2011 18:45,8.25,17351.0,United Kingdom
105928,545301,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,5,01-03-2011 12:26,4.15,12679.0,France
269552,560473,21524,DOORMAT SPOTTY HOME SWEET HOME,2,19-07-2011 10:42,7.95,12431.0,Australia
137428,548160,21643,ASSORTED TUTTI FRUTTI MIRROR,36,29-03-2011 13:33,1.25,16253.0,United Kingdom
450203,575176,16219,HOUSE SHAPE PENCIL SHARPENER,2,08-11-2011 18:29,0.83,,United Kingdom
97865,544659,48188,DOORMAT WELCOME PUPPIES,2,22-02-2011 13:20,7.95,18114.0,United Kingdom
337416,566446,22540,MINI JIGSAW CIRCUS PARADE ,1,12-09-2011 15:40,0.83,,United Kingdom
261190,559817,22651,GENTLEMAN SHIRT REPAIR KIT ,3,12-07-2011 16:20,0.79,,United Kingdom
192313,553402,22971,QUEENS GUARD COFFEE MUG,6,16-05-2011 17:13,2.55,17898.0,United Kingdom
531373,580937,21154,RED RETROSPOT OVEN GLOVE ,10,06-12-2011 14:13,1.25,16143.0,United Kingdom
13912,537434,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,06-12-2010 16:57,9.34,,United Kingdom
87790,543732,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,11-02-2011 12:02,8.29,,United Kingdom
12048,537362,84744,S/6 SEW ON CROCHET FLOWERS,3,06-12-2010 12:34,1.25,17596.0,United Kingdom
73247,542344,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,27-01-2011 11:30,1.25,,United Kingdom
209375,555207,23215,JINGLE BELL HEART ANTIQUE SILVER,12,01-06-2011 12:19,2.08,16818.0,United Kingdom
474208,576840,22300,COFFEE MUG DOG + BALL DESIGN,1,16-11-2011 15:23,4.96,,United Kingdom
112564,545897,22161,HEART DECORATION RUSTIC HANGING ,2,07-03-2011 17:22,0.79,,United Kingdom
95521,544460,22272,FELTCRAFT DOLL MARIA,1,20-02-2011 14:01,2.95,16931.0,United Kingdom
228686,556937,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,15-06-2011 16:05,1.25,17716.0,United Kingdom
472730,576696,85136C,RED SHARK HELICOPTER,1,16-11-2011 12:26,7.95,16669.0,United Kingdom
220470,556194,POST,POSTAGE,2,09-06-2011 12:20,18.0,12483.0,Sweden
520137,C580263,84821,DANISH ROSE DELUXE COASTER,-12,02-12-2011 12:43,0.85,12536.0,France
460487,575918,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,11-11-2011 16:58,1.25,17191.0,United Kingdom
451657,575219,22817,CARD SUKI BIRTHDAY,72,09-11-2011 11:17,0.36,17511.0,United Kingdom
21270,538071,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,09-12-2010 14:09,8.47,,United Kingdom
513376,579550,21429,RED GINGHAM ROSE JEWELLERY BOX,8,30-11-2011 10:48,1.95,12630.0,Finland
423032,573132,21818,GLITTER HEART DECORATION,36,27-10-2011 16:55,0.39,15189.0,United Kingdom
250105,559000,20830,SILVER PHOTO FRAME,4,05-07-2011 12:15,2.1,14099.0,United Kingdom
418753,572743,23486,ANTIQUE HEART SHELF UNIT,1,25-10-2011 16:13,16.65,14482.0,United Kingdom
397990,571216,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,14-10-2011 13:06,2.95,16081.0,United Kingdom
347751,567336,22697,GREEN REGENCY TEACUP AND SAUCER,6,19-09-2011 14:56,2.95,12621.0,Germany
99123,544700,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,23-02-2011 10:10,1.25,18041.0,United Kingdom
357464,568095,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,23-09-2011 14:49,1.65,14911.0,EIRE
26250,538508,22546,MINI JIGSAW PURDEY,4,12-12-2010 13:32,0.42,15998.0,United Kingdom
512082,579508,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,29-11-2011 16:33,2.46,,United Kingdom
198212,554016,22991,GIRAFFE WOODEN RULER,3,20-05-2011 13:14,1.95,13243.0,United Kingdom
146882,549023,22464,HANGING METAL HEART LANTERN,1,05-04-2011 16:27,3.29,,United Kingdom
384344,570116,22418,10 COLOUR SPACEBOY PEN,12,07-10-2011 12:38,0.85,12856.0,United Kingdom
479194,577150,21213,PACK OF 72 SKULL CAKE CASES,26,18-11-2011 09:48,2.08,,United Kingdom
253034,559155,23289,DOLLY GIRL CHILDRENS BOWL,8,06-07-2011 15:49,1.25,13418.0,United Kingdom
173070,551650,21465,PINK FLOWER CROCHET FOOD COVER,6,03-05-2011 12:02,3.75,13089.0,United Kingdom
124614,546983,22694,WICKER STAR ,6,18-03-2011 12:27,2.1,16626.0,United Kingdom
536537,581219,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,08-12-2011 09:28,4.13,,United Kingdom
101771,544931,21485,RETROSPOT HEART HOT WATER BOTTLE,4,24-02-2011 18:59,4.95,13501.0,Switzerland
514250,579690,84877B,GREEN ROUND COMPACT MIRROR,2,30-11-2011 14:03,1.25,15060.0,United Kingdom
303583,563549,22074,6 RIBBONS SHIMMERING PINKS ,1,17-08-2011 12:34,2.46,,United Kingdom
214475,555577,21708,FOLDING UMBRELLA CREAM POLKADOT,4,05-06-2011 15:53,4.95,15301.0,United Kingdom
489078,577893,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,22-11-2011 11:47,2.1,17073.0,United Kingdom
493872,578251,23266,SET OF 3 WOODEN STOCKING DECORATION,2,23-11-2011 12:45,1.25,15993.0,United Kingdom
442401,574673,23270,SET OF 2 CERAMIC PAINTED HEARTS ,2,06-11-2011 12:26,1.45,15555.0,United Kingdom
405275,571713,22653,BUTTON BOX ,3,18-10-2011 16:58,1.63,,United Kingdom
227313,556829,22667,RECIPE BOX RETROSPOT ,6,15-06-2011 10:51,2.95,12809.0,Portugal
535429,581217,21162,TOXIC AREA  DOOR HANGER ,1,08-12-2011 09:20,3.29,,United Kingdom
519029,580133,22727,ALARM CLOCK BAKELIKE RED ,3,01-12-2011 18:43,3.75,15531.0,United Kingdom
175272,551944,22423,REGENCY CAKESTAND 3 TIER,3,05-05-2011 11:08,12.75,14553.0,United Kingdom
320078,564962,21429,RED GINGHAM ROSE JEWELLERY BOX,2,31-08-2011 14:35,1.95,17777.0,United Kingdom
91174,544089,84913A,SOFT PINK ROSE TOWEL ,3,15-02-2011 17:51,3.29,,United Kingdom
51926,540681,21802,CHRISTMAS TREE HEART DECORATION,2,10-01-2011 16:25,0.43,,United Kingdom
111744,545826,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,07-03-2011 13:03,1.25,17696.0,United Kingdom
352044,567670,23313,VINTAGE CHRISTMAS BUNTING,1,21-09-2011 15:32,10.79,,United Kingdom
433088,573904,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,3,01-11-2011 14:54,0.39,14505.0,United Kingdom
187219,552954,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,12-05-2011 12:30,0.65,14064.0,United Kingdom
538686,581412,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,08-12-2011 14:38,1.95,14415.0,United Kingdom
398188,571227,22317,FIVE CATS HANGING DECORATION,6,14-10-2011 13:54,2.95,12477.0,Germany
139435,548317,22993,SET OF 4 PANTRY JELLY MOULDS,12,30-03-2011 12:43,1.25,18179.0,United Kingdom
534983,581179,23559,WOODLAND BUNNIES LOLLY MAKERS,42,07-12-2011 15:43,2.08,12471.0,Germany
528966,580730,22108,PING! MICROWAVE PLATE,1,05-12-2011 17:28,3.29,,United Kingdom
62151,541497,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,18-01-2011 15:19,5.79,,United Kingdom
209052,555158,22274,FELTCRAFT DOLL EMILY,6,01-06-2011 08:38,2.95,14842.0,United Kingdom
276425,561044,82494L,WOODEN FRAME ANTIQUE WHITE ,12,24-07-2011 12:26,2.95,13831.0,United Kingdom
312456,564355,47566,PARTY BUNTING,4,24-08-2011 15:12,4.95,13507.0,United Kingdom
268636,560433,85086A,CANDY SPOT HEART DECORATION,3,18-07-2011 15:49,0.83,,United Kingdom
56526,541104,35651,VINTAGE BEAD PINK SCARF ,1,13-01-2011 14:29,3.29,,United Kingdom
354954,567901,22296,HEART IVORY TRELLIS LARGE,1,22-09-2011 16:28,3.29,,United Kingdom
460890,575930,22561,WOODEN SCHOOL COLOURING SET,1,11-11-2011 17:58,3.29,,United Kingdom
